Date,Time,Area 6/Ecutec/PCC1/PCC1_p1160_ACT_V_OUT_ABS,Area 6/Ecutec/PCC1/PCC1_p3021_SPD_DEV_VAL,Area 6/Ecutec/PCC1/PCC1_p3421_SPD_DEV_VAL,Area 6/Ecutec/PCC1/PM607_AMPS_SUM
2022-06-06,00:00:00.000,14.951693018787855,764.8169802830047,837.1496349665243,0.0
2022-06-06,00:01:00.000,14.973083297086928,764.761646027434,839.4228273826066,0.0
2022-06-06,00:02:00.000,14.960939950093296,765.0,803.151942863779,0.0
2022-06-06,00:03:00.000,14.935532234054529,765.1364605601859,818.7591941083654,0.0
2022-06-06,00:04:00.000,14.950319866006039,765.0072682989453,823.0453995219946,0.0
2022-06-06,00:05:00.000,14.933072758252093,764.5963537223786,837.692744817782,0.0
2022-06-06,00:06:00.000,14.903951448583763,764.9709828497141,848.9787072249244,0.0
2022-06-06,00:07:00.000,14.938505251429355,764.9038669524289,840.6608544351903,0.0
2022-06-06,00:08:00.000,14.987586657540612,765.2440998315562,829.0082037138809,0.0
2022-06-06,00:09:00.000,14.919694707905096,764.9465324422074,813.9394627412992,0.0
2022-06-06,00:10:00.000,14.916160790412977,781.2339902553276,822.1437512834194,0.0
2022-06-06,00:11:00.000,14.99303796379172,769.0212247997135,852.2561069165475,0.0
2022-06-06,00:12:00.000,14.95516040292082,764.4636086633118,833.3516262286589,0.0
2022-06-06,00:13:00.000,14.898695221673941,764.4754333771775,839.4569001844558,0.0
2022-06-06,00:14:00.000,14.920868544886982,764.8758463284274,859.75822490759,0.0
2022-06-06,00:15:00.000,14.964689725332924,764.8534225570426,835.2789421579832,0.0
2022-06-06,00:16:00.000,14.890899133296404,767.7109877981471,867.4353426042694,0.0
2022-06-06,00:17:00.000,14.946099683179776,779.5344256355626,855.9463194814299,0.0
2022-06-06,00:18:00.000,14.967925483563484,768.3258441479484,829.8468583796403,0.0
2022-06-06,00:19:00.000,14.900482911526337,771.2115951275565,843.1330138899384,0.0
2022-06-06,00:20:00.000,14.926686284674128,782.6147646259319,828.4172532637685,0.0
2022-06-06,00:21:00.000,14.986784182054775,772.4271559617205,819.4655003315864,0.0
2022-06-06,00:22:00.000,14.94341017719039,765.5975544356489,830.3461263958334,0.0
2022-06-06,00:23:00.000,14.924328678273676,764.8062275948993,835.4722328691656,0.0
2022-06-06,00:24:00.000,14.966641813628147,766.2721225957072,857.1975649366361,0.0
2022-06-06,00:25:00.000,14.94141124292972,764.9192872090805,838.059653458065,0.0
2022-06-06,00:26:00.000,14.9277639998354,796.1180252592247,857.1342716104836,0.0
2022-06-06,00:27:00.000,14.948917848679235,770.6362660664955,838.1656509115999,0.0
2022-06-06,00:28:00.000,14.963655464479109,794.4693221942725,842.1495204512876,0.0
2022-06-06,00:29:00.000,14.965117179271871,764.7768189477423,818.0391256958906,0.0
2022-06-06,00:30:00.000,14.972985577598873,769.8144730647239,823.9659237600026,0.0
2022-06-06,00:31:00.000,14.965181333993954,778.3633877242542,838.9382152189006,0.0
2022-06-06,00:32:00.000,14.926072582702265,786.9123023837842,843.5508207441883,0.0
2022-06-06,00:33:00.000,14.934063670411344,795.4612170433145,826.0665633373541,0.0
2022-06-06,00:34:00.000,14.953947492614505,804.0101317028445,842.0459598530585,0.0
2022-06-06,00:35:00.000,14.941334740359759,775.0210167226431,843.8993554020001,0.0
2022-06-06,00:36:00.000,14.968961928472089,764.7729042403366,845.9251390890989,0.0
2022-06-06,00:37:00.000,14.888608819427672,764.6873388783555,812.9934610983073,0.0
2022-06-06,00:38:00.000,14.91440655033437,764.0531953685257,806.1627277309592,0.0
2022-06-06,00:39:00.000,14.97346277162461,763.4190363954403,819.094389779415,0.0
2022-06-06,00:40:00.000,14.901261503563273,788.114061617496,819.5552713311727,0.0
2022-06-06,00:41:00.000,14.905702473582878,763.7672268395753,870.4406649991583,0.0
2022-06-06,00:42:00.000,14.933766274655094,763.4861252963278,849.9609987318045,0.0
2022-06-06,00:43:00.000,14.885917493531501,763.2050237530805,841.511503219632,0.0
2022-06-06,00:44:00.000,14.96522216785668,764.6323043294369,835.9165379126246,0.0
2022-06-06,00:45:00.000,14.930697420226787,764.1991566020781,836.6045998766944,0.0
2022-06-06,00:46:00.000,14.946217981589426,768.522973003927,858.5449066347888,0.0
2022-06-06,00:47:00.000,14.89640732789888,785.1283951747387,811.9017858840741,0.0
2022-06-06,00:48:00.000,14.944848719524604,765.2087067431177,821.2816958697192,0.0
2022-06-06,00:49:00.000,14.97841377794898,789.8943947238593,834.6110182920053,0.0
2022-06-06,00:50:00.000,14.929540700574174,764.2592287499863,831.7783882044964,0.0
2022-06-06,00:51:00.000,14.915490854907574,763.5260106663012,820.7802865200254,0.0
2022-06-06,00:52:00.000,14.890333580226237,763.5120318039262,832.0237874041167,0.0
2022-06-06,00:53:00.000,14.956664608864294,763.4802352877,852.4161864667441,0.0
2022-06-06,00:54:00.000,14.911480571263198,770.3708577235328,822.3692104758646,0.0
2022-06-06,00:55:00.000,14.948782136230369,764.1601013537683,846.7039902230515,0.0
2022-06-06,00:56:00.000,14.948725832435956,764.433697783435,830.1038347459943,0.0
2022-06-06,00:57:00.000,14.934461580123116,769.6401443619105,845.4570112587865,0.0
2022-06-06,00:58:00.000,14.92983061403591,770.2605666604272,805.3881094637521,0.0
2022-06-06,00:59:00.000,14.971611693618943,763.4580576875184,852.2077414018393,0.0
2022-06-06,01:00:00.000,14.950804925393342,763.4457776023133,856.5104435729904,0.0
2022-06-06,01:01:00.000,14.897486798070325,763.6761394432884,807.5245756731514,0.0
2022-06-06,01:02:00.000,14.95411654854308,763.3304638410638,868.4111615631462,0.0
2022-06-06,01:03:00.000,14.933194961763306,763.2494708245138,841.7689906317247,0.0
2022-06-06,01:04:00.000,14.919251947320426,763.470712381859,805.4822330331092,0.0
2022-06-06,01:05:00.000,14.891273937360744,763.2346278761938,836.8440605805857,0.0
2022-06-06,01:06:00.000,14.956029814984333,763.4405996856061,842.9388350430412,0.0
2022-06-06,01:07:00.000,14.946999065081199,763.5075172542562,833.2365654455579,0.0
2022-06-06,01:08:00.000,14.90234289180999,763.3463604873981,834.6067951377001,0.0
