Date,Time,Area 6/Ecutec/PCC1/PCC1_p1160_ACT_V_OUT_ABS,Area 6/Ecutec/PCC1/PCC1_p3021_SPD_DEV_VAL,Area 6/Ecutec/PCC1/PCC1_p3421_SPD_DEV_VAL,Area 6/Ecutec/PCC1/PM607_AMPS_SUM
2022-06-05,00:00:00.000,16.439598267044005,764.0655260921017,839.9465809993554,0.0
2022-06-05,00:01:00.000,16.428161704294084,764.4189950533668,828.0599911186638,0.0
2022-06-05,00:02:00.000,16.430128523993883,764.6544972879115,825.3473948880999,0.0
2022-06-05,00:03:00.000,16.404321511910485,764.3409473491225,842.0687033869882,0.0
2022-06-05,00:04:00.000,16.43532925334511,764.5285810400266,853.5679299013685,0.0
2022-06-05,00:05:00.000,16.413743969541066,764.360786016509,843.618030718396,0.0
2022-06-05,00:06:00.000,16.403595942495333,764.3347418377826,829.8179886278059,0.0
2022-06-05,00:07:00.000,16.43129593493235,764.4325405423424,821.7322041340788,0.0
2022-06-05,00:08:00.000,16.483000677942442,764.2696461607693,829.6802927876329,0.0
2022-06-05,00:09:00.000,16.45585274954612,764.5850844242834,818.7701455807412,0.0
2022-06-05,00:10:00.000,16.440520777179643,764.8548573887244,824.8484867190807,0.0
2022-06-05,00:11:00.000,16.43620197256227,764.4657011454599,820.89608030387,0.0
2022-06-05,00:12:00.000,16.41685193414254,764.2814296904949,819.8473580891157,0.0
2022-06-05,00:13:00.000,16.420662899128224,764.2621089878015,841.0444396420271,0.0
2022-06-05,00:14:00.000,16.41398384737954,764.6085499606812,809.0714421490044,0.0
2022-06-05,00:15:00.000,16.42796445523282,764.7140785679761,824.1999392046264,0.0
2022-06-05,00:16:00.000,16.43033190308031,768.339478176923,843.2960516445944,0.0
2022-06-05,00:17:00.000,16.404502333071456,764.4506009888328,824.8975212179465,0.0
2022-06-05,00:18:00.000,16.419546910981975,764.4512914121464,821.1797639369945,0.0
2022-06-05,00:19:00.000,16.430771774088672,764.4535417777576,849.834760627327,0.0
2022-06-05,00:20:00.000,16.394841217988514,764.5053184272379,834.0315859339736,0.0
2022-06-05,00:21:00.000,16.416647164341114,764.3331624203863,842.2589769435718,0.0
2022-06-05,00:22:00.000,16.44570862157919,764.5636260604342,834.0775707964962,0.0
2022-06-05,00:23:00.000,16.469881210467815,774.2477446553149,838.9979194890112,0.0
2022-06-05,00:24:00.000,16.417108821071512,769.6316191686802,836.6216347216796,0.0
2022-06-05,00:25:00.000,16.444134581001546,764.3742083987114,826.7739665833053,0.0
2022-06-05,00:26:00.000,16.465253243410434,764.1854364239405,822.4305819332974,0.0
2022-06-05,00:27:00.000,16.44356050034975,764.4528992149869,868.704194114163,0.0
2022-06-05,00:28:00.000,16.462700451941863,764.4742411486465,838.7412763711837,0.0
2022-06-05,00:29:00.000,16.42677511249788,764.6372250064303,841.360054494,0.0
2022-06-05,00:30:00.000,16.416450744096466,764.7421182169801,855.5427049070249,0.0
2022-06-05,00:31:00.000,16.460298488417706,767.2259449430492,849.3477435202549,0.0
2022-06-05,00:32:00.000,15.979303211909723,764.6526474876567,832.6934574273955,0.0
2022-06-05,00:33:00.000,15.908845197340808,764.6992741945394,835.5188967307873,0.0
2022-06-05,00:34:00.000,15.924243808666139,764.6608957324196,851.6167825744953,0.0
2022-06-05,00:35:00.000,15.90054522664942,764.6873197886631,832.0416790546287,0.0
