Date,Time,Area 6/Ecutec/PCC2/PCC2_p1160_ACT_V_OUT_ABS,Area 6/Ecutec/PCC2/PCC2_p3021_SPD_DEV_VAL,Area 6/Ecutec/PCC2/PM608_AMPS_SUM
2022-06-06,20:50:00.000,6.760934047633782E-5,,0.0
2022-06-06,20:51:00.000,6.760934047633782E-5,,0.0
2022-06-06,20:52:00.000,6.760934047633782E-5,,0.0
2022-06-06,20:53:00.000,6.760934047633782E-5,,0.0
2022-06-06,20:54:00.000,6.760934047633782E-5,,0.0
2022-06-06,20:55:00.000,6.760934047633782E-5,,0.0
2022-06-06,20:56:00.000,6.760934047633782E-5,,0.0
2022-06-06,20:57:00.000,6.760934047633782E-5,,0.0
2022-06-06,20:58:00.000,6.760934047633782E-5,,0.0
2022-06-06,20:59:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:00:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:01:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:02:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:03:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:04:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:05:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:06:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:07:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:08:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:09:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:10:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:11:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:12:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:13:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:14:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:15:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:16:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:17:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:18:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:19:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:20:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:21:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:22:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:23:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:24:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:25:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:26:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:27:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:28:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:29:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:30:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:31:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:32:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:33:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:34:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:35:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:36:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:37:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:38:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:39:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:40:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:41:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:42:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:43:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:44:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:45:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:46:00.000,6.760934047633782E-5,,0.0
2022-06-06,21:47:00.000,6.760934047633782E-5,,0.0
